ilulnguq*	pos	expensive thing; precious thing	Chukotkan
ilumigh-	pos	to snack	ilumiqaghluta angyaghhaakut ‘let’s go out boating after we snack’; ilumiitkaghqameng gaaghi sameng ‘cook something to have as a snack’
ilumik	pos	embryo; fetus; unborn child	No information given.
ilumike-	pos	to hold dear	"ilumikaa ‘he holds him dear, has a soft spot in his heart for him’ /"
ilumilek	pos	pregnant woman or sea mammal	No information given.
ilumsuggangite-	pos	to feel helpless; to feel defeated	ilumsuggangituq ‘he was very concerned’; ilumsuggangunanga tengegkayugmi igleghtunga ifkaannayukanginkut ‘feeling helpless I traveled on the plane thinking that we might crash’
ilungighteqe-	pos	to be anxious; to be worried	ilungightequq ‘he is worried’ / ilungightequtkaa ‘he is worried over it’
ilungiitaq	pos	to snack	No information given.
ilungiitigh-	pos	to snack	ilungiitightuq ‘he is snacking’ /
ilungite-	pos	to be indecisive; to be unreliable; to lack mental strength or willpower	No information given.
ilupeghaq	pos	liner for clothes	Iigganka ilupeghalget maqapigtut. ‘My lined gloves are very warm.’ (SLI JR. DICT. 58)
ilutmiighte-	pos	to go inward; go into the river	No information given.
ilutu-	pos	to be courageous	No information given.
ilutughsagh-	pos	to encourage; to reassure; to support	ilutughsaghaa ‘he encouraged her’ /
ilutughte-	pos	to feel encouraged or reassured	ilutughtuq or ilutughtaa ‘he feels encouraged’ /
iluuq	pos	cousin (vocative); buddy (vocative)	"Iluuq, suyukaghnga! … iluuq, nayaka tugunaghan estamaneng atghaghutelek. ‘Buddy, pull me out! … buddy, I’ll give you my sister who has four cheek tatoos.’ (AYUM. UNGIP. 7-8); this is the vocative of ilughaq (q.v.)"
ima	pos	too bad!; oh no!	"particle; ima aanuq ‘too bad, he went out’; cf. iimna"
imaangigh-	pos	to sob uncontrolably	qiyaaghwalghii imaangighnaayukan mangighhnaqutkesaaghaat ‘they were trying to make her stop crying before she starting sobbing uncontrolably’; cf. mangigh-
imaghlliigh-	pos	to travel in rough waters	imaghlliightuq ‘he traveled in rough waters’; angyat imaghlliighngaaghmeng iwernga kaatut ‘even though the boat traveled in rough seas it arrived’; meq imaghlliighnapigtuq ‘the ocean is too rough for traveling’
imaghlluk	pos	gale; waves in ocean	No information given.
imaghniin	pos	waterproof gutskin parka used at sea	"used in the plural, imaghniitet, for one gutskin parka"
imaghqe-	pos	to drench	imaghquq ‘it got drenched’; imaghqaa ‘he drenched it’ /
imaghtaq	pos	“shorthorn” sculpin	exact identification undetermined
imaghyak	pos	abcess; boil	No information given.
imalek	pos	filled thing; pregnant woman	No information given.
imallu	pos	not as planned	particle
imamta	pos	even though I told him/her …	"particle; Kii-i aghnaq pineghllugllapiwaa. Imamta ineghtaqsiikun! ‘Boy, that woman is sure disobedient. And here I did warn her!’ (UNGIPAGHAGH. 134)"
imamtawha	pos	time after time	particle
imanaq	pos	mollusk; clam	No information given.
imange-	pos	to leak water in; to acquire contents or pus; to become pregnant	"imanguq ‘it leaked water in’, ‘it got pus’, or ‘she got pregnant’ /"
imangesleq	pos	sea water pool or puddle on surface of ice field or shore	may become covered with a layer of ice and snow concealing the hazzard; see item 19 on list in Oozeva et al. 2004
imaq	pos	open sea; ocean; contents; pus	"imaa ‘its contents’; imami ‘in the ocean’; angyat qavaghtaamaat imami ‘the boat (with crew) spent the night out in the ocean’; Imaq unegna yakughnaqayugllak. ‘The ocean out there can be very dangerous.’ (SLI JR. DICT. 63); Kililqa imangumayalghii, aghalighluku piniightaa. ‘My cutting started getting pus, but it is okay now after putting medicine on it.’ (SLR JR. DICT. 63)"
imaqe-	pos	to be full of something	meghmeng imaquq ‘it is full of water’
imaqlightaghaq	pos	raincoat made from long strips of walrus or bearded seal dried intestines 	Chukotka (R); usually made with embroidery
Imaqliq*	pos	Big Diomede Island	see Map 2 in Appendices; Imaqlighmii ‘person from Big Diomede’
imaqun	pos	too bad!	particle
imatae	pos	open water (surrounded by sea ice) near land	"used in dual, imatek, for one such area; imategnun anighughluta taglaghtukut ‘we made it to the open water and came home’; imasipanghitaa ugavantaghaam ‘the northwest wind didn’t move the ice enough to make open water’"
imatuq	pos	I don't think so	particle
imeg-	pos	to roll up; to coil up; to fold up; (slang) to run in a group	"imegtuq ‘it rolled itself up’ (e.g. a paper that was rolled up and had been unrolled and held flat and then rolled up again); iimgaa ‘he rolled it up’ / iimgiiq ‘he rolled up something’; iimgumaaq ‘it is rolled up’; iimgaq ‘roll of something’; iimgutaa ‘he rolled something up in it, rolled up something for her’; iimgutaghqaq ‘wrapping material’; iimgutfikuq ‘he wrapped something around himself’; iimgutfikaa ‘he wrapped something around it’"
Imegyaalek	pos	Emekyalok Pt. on St. Lawrence Is.	questioned; see Map 4 in Appendices
imerutaaghute-	pos	to coil or wind (it) around something	qiipaq imerutaaghutigu qiipalghutakun ‘wind the thread around the spool’
imerutaaq	pos	"coil of rope, or the like"	No information given.
imeseghetaq	pos	scraper as for dishes	No information given.
imgagh-	pos	to implant itself (of a spirit)	Chukotkan (R)
imigh-	pos	to put contents in; to fill (partially or totally)	imighaa ‘he put something in it’ / imiimaaq ‘it has had something put in it’; Aghnaq imiitiiq nunivagmeng akmagutagnun. ‘The woman put some greens in the keg.’ (SLI JR. DICT. 63)
Imighi	pos	site north along coast from Emeghee Pt. on St. Lawrence Is.	see Map 6 in Appendices
imiisaq	pos	gift given in gratitude to someone who has brought food to a feast	No information given.
imiitaa-	pos	to feel insecure when alone because of helplessness	umegneghmi imiitaamalghii iflangwaaghaluni ‘he felt insecure when he was lost in the snow storm’
imiite-1	pos	to be empty	imiituq ‘it is empty’ / salngagek imiituk ‘the box is empty’
imiite-2	pos	to give something to one who has brought food over	Aghnaghaghhaq aghnam imiitaa sunganeng awalighiyan neghsameng.’  ‘The woman give the little girl a beaded necklace when she brought over some seal meat.’ (SLI JR. DICT. 63)
imlaa	pos	unborn seal pup	imlaalek ‘pregnant seal’
Impagaq	pos	site at VABM “Grace” on St. Lawrence Is.	see Map 4 in Appendices
impite-	pos	to distribute or receive a piece or pieces of a catch during butchering	impituq ‘he received a piece’; impitaa ‘he gave him a pieces’ /= inpite-
imtiwala	pos	big heavy knife carried on back by herders for self-defense	Chukotkan (R)
Imtugmii(t)	pos	a particular clan	No information given.
Imtuk1	pos	former village in Chukotka	see Map 2 in Appendices
Imtuk2	pos	pond in central area of present-day Gambell	see Map 4 in Appendices
imtuqaq	pos	stutter; stuttering condition	aghnaghaq imtuqalguuq ‘the girl has a stutter’; imtuqalighluni akuziiq ‘he is speaking with a stutter’
imtuqiqe-	pos	to stutter	imtuqiquq ‘he stuttered’ / imtuqiqumaghmi akuziiq ‘he spokewith a stutter’
imugh-	pos	on the verge of crying; tearful	"emotional root; imughyugtuq he is tearful, on the verge of crying; imuqaa ‘he is on the verge of crying over it over it’; imughnaghtuq ‘it makes one feel like crying’"
imughaghtagh-	pos	to have watery eyes and difficulty in breathing due to wind	anuqem taghnughhaghhaq imughaghtaghqaa ‘the wind made the little child have watery eyes and difficulty in breathing’
imughteqe-	pos	to be tearful due to strong emotions	No information given.
imukun	pos	it's about time!	particle; cf. iimna
imutagh-	pos	to coil the rope of (it)	angalqatani imutaghaqeftii unangkani tuguluku ‘he was coiling the rope of his seal hook after taking his seal’
inagmig-	pos	to hold in lap	No information given.
inak	pos	lap (of body)	used in the dual for one lap: inagegka ‘my lap’
ineg-	pos	to have pain in inguinal glands	iin’gaqaa ‘he has pain in his inguinal glands’; see also inek
ineghla	pos	friend; favorite companion	No information given.
ineghneghlliqe-	pos	to be disobedient; to play about	No information given.
ineghte-	pos	to admonish; to warn; to alert; to forbid; to tell not to do something	ineghtaa ‘he forbade her’ / iinghutaa ‘he warned about it’; ineghneghlluk ‘one who is hard to discipline’
inegmig-	pos	to put under one's arm or between one's leg; to put in pocket	No information given.
inegniigh-	pos	to put hand into pocket	Chukotkan (R)
inegrewaaq	pos	middle of armpit or groin	No information given.
inek	pos	groin; armpit; bend in body or land similar to armpit or groin	iin’ga ‘his groin’ or ‘its (the montain’s) base area’
inekiitek	pos	"well maybe, as a matter of fact; if I do something; if perchance"	particle; = enekiitek
ineligh-	pos	to sew on a pocket	Chukotkan (R)
ineqe-	pos	No information given.	"root; > ineqsuke-, ineqsunagh-, iinqe-"
ineqerewaaq	pos	armpit (specifically)	No information given.
ineqsuke-	pos	to find attractive or cute (especially a baby)	"ineqsukaa ‘he finds him cute, attractive’ /"
ineqsunagh-	pos	to be attractive (especially of a female); to be pretty	"ineqsunaghtuq ‘she is attractive, pretty’ /"
ineqsunaghhalek	pos	how cute!; how pretty!; how attractive!’; how beautiful!	particle
ingagh-	pos	lying down	postural root; ingaghtuq ‘he lay down’; ingaghtaa ‘he lay it down’; ingaghngaaq ‘he is lying down’; ingaghmi ‘lieing down’
Ingaghpak	pos	site on the mainland side of Chechekuyem Strait in Chukotka	see Map 3 in Appendices
Ingaliq1	pos	Little Diomede Island	see Map 6 in Appendices; Ingalighmii ‘person from Little Diomede’
Ingaliq2	pos	southwesternmost of the Punuk Islands off the east coast of St. Lawrence Is.	see Map 6 in Appendices
"ingan, ingata"	pos	"side area of the traditional dome-shaped house, the mangteghapik (q.v.)"	No information given.
ingani	pos	over there	look under iigna
ingapighqaagh-	pos	to move over a little; to postpone	"ingapighqaaghtuq ‘he moved over’; ingapighqaaghaa ‘he moved it, postponed it’ /cf. ingani"
ingatngiiritaq	pos	wall plank of or support for side area of traditional dwelling	No information given.
ingek	pos	ink	iingka ‘my ink’
inghu-	pos	"to pick berries; to pick up small berry-like items (beads, marbles, etc.)"	inghuuq ‘he picked berries’; inghwii ‘he picked them’ / inghutaa ‘he picked berries for her’; inghuvik ‘berry-picking spot on the tundra’
inglaghet	pos	a certain ceremonial competion	"Chukotkan (R); two groups face each other, one on the north side and the other on the south side of the dwelling; the competition begins with singing and dancing; the winning team recieves an award"
ingleghan	pos	breeding ground on ice for sea mammals	Chukotkan (R)
ingleghaq	pos	sled bed slat	No information given.
ingleghem imaa	pos	family 	Chukotkan (R); literally ‘the contents of the living/sleeping area’
Ingleghnaghmii(t) 	pos	a particular clan	No information given.
Ingleghnaq	pos	former village east of Cape Sivolkut in Chukotka 	see Map 3 in Appendices
Ingleghrengestat	pos	site near Powooliak	see Map 4 in Applendices
ingleghtaq	pos	"crosspiece fastening together foundation poles (emgaari) around the periphery of the traditional dome-shaped house, the mangteghapik (q.v.)"	No information given.
inglek	pos	anchor for a snare	Chukotkan (R)
ingleq	pos	"living/sleeping area in the traditional dome-shaped house, the mangteghapik (q.v.), or in a tent or shack"	"also used in the plural, ingleghet, for one such area"
ingliigh-	pos	to lay out bedding	"yugem sleeping bag-ni tuguluku ingliighluni ingaghlluni qavaamalghii ‘the man took his sleeping bag, laid (it) out for bedding, went to bed and slept’"
ingllegun	pos	household member; roommae	ingllegutkullghiini qerngaghmetukut ‘we are together with our household members’; ingllegutanga igaghyaghaquq ‘her roommate goes to school’
ingllevagh-	pos	to move sideways	siqinghem piitellgha ingllevaghtuq ‘where the sun rises moved further to the side’
ingllevaq	pos	area farther to the side	ingllevaq aagna aqavzigtuuq ‘the area farther to that side has lots of salmonberries’
inglu	pos	partner; one of pair; spouse; complementary side; half	iiyma inglunga ‘my other eye’; inglungituq ‘he doesn't have a partner’; inglukaa ‘he is her partner’
inglugtun	pos	with both sides; with both arms	particle
inglukutaq	pos	wooden hook used to retrieve a fishing line from the water in order to clean off the ice from it	No information given.
inglupigaq	pos	one side only	No information given.
ingluziq	pos	exchange wife	Chukotkan (R)
ingtaghan	pos	brace or spreader used between keel and gunwale in building skin boat frame	No information given.
ingum	pos	of the one over there; that over there (relative case)	look under iigna
"ingun, inguta"	pos	boat seat; thwart	No information given.
inguqaq	pos	captain's seat	cf. ingun
ingutuq	pos	yearling bowhead whale (Balaena mysticetus)	No information given.
"ingyagh-, ingyaghaghte-"	pos	to do something ahead of another; to pass; to go ahead of; to surpass	inghyaghaa or ingyaghaghtaa ‘he got ahead of him’ / kilgaaqulghiini mekelghiighem sivulini ingyaghaa ‘in the foot-race the boy gained and and passed the one who was in front of him’; uyughaan anengani ingyaghaa ‘the younger brother caught up with and surpassed his older brother in height’; aghnam angyameng kakillghiini ilani ingyaghaghtii ‘the woman finished sewing her part before the others when they sewed the skin-boat covering’
ini-	pos	to hang to dry	inii ‘he hung it or them up’ / iniiguq ‘he hung something’; iniighet ‘clothes that have been hung to dry’
iniiragh-	pos	to dry meat in strips to dry inside the house	iniiraghtuq ‘he hung strips of meat to dry’; iniiraghaa ‘he hung it up to dry’ /
iniiraq	pos	small strip of dried meat	No information given.
inilleq	pos	frame for drying skins	Chukotkan (V&E)
inillghaataq	pos	clothesline	No information given.
inpite-	pos	to distribute or receive a piece or pieces of a catch during butchering	inpituq ‘he received a piece’; inpitaa ‘he gave him a piece’ / = impite-
inqun	pos	just because; in order to; of course	particle
insenae	pos	engine; motor	"also used in Chukotka; used in the dual, insenek, for one engine or motor"
